score,content,English
3,"Dulu aplikasinya lancar, sekarang aplikasinya gak bisa dimuat ulang padahal internet lancar-lancar aja loh","In the past the application was smooth, now the application can't be reloaded even though the internet is running smoothly"
5,"saya suka aplikasinya banyak buku"" yang bagus",I like the app a lot of good books
5,"sungguh bermanfaat, koleksi lumayan lengkap, koleksi buku klasik juga oke. terimakasih ipusnas","really useful, the collection is quite complete, the collection of classic books is also okay. thank you ipusnas"
2,"kak saya baru download dan login dr akun Facebook, tapi tulisan harap tunggu terus uda ditungguin ttp kayak gt:(","Sis, I just downloaded and logged in from my Facebook account, but the text, please wait, I've been waiting for it, but it's like gt :("
3,"Awalnya bagus. terus tiba2 pas aku buka server time out terus sama gagal me refresh. lalu saya unins dan instal lagi. setelah itu tiap mau baca buku tiba2 ""aplikasi telah berhenti"". ini gimana ini tolong di perbaiki. saya sungguh kecewa karena melalui ipusnas ini pekerjaan saya menjadi lebih lancar namun skrg menjadi tertunda. tolong developer :(","It was good at first. then suddenly when I open the server it time out and it fails to refresh. then I uninstalled and installed again. after that every time I want to read a book suddenly ""the application has stopped"". how is this please fix. I am really disappointed because through this ipusnas my work has become smoother but now it is delayed. developers please :("
4,"Edit review sedikit. Beberapa hari ini Ipusnas udah nggak eror2 lagi. Jadi, aku seneng. Semoga aplikasinya semakin berkembang dan maju. Oiya, mungkin perlu ada sosialisasi biar banyak orang yang tahu tentang aplikasi ini. Terlebih yang domsnya di wilayah pelosok seperti saya, yang susah mendapat pasokan buku karena harganya terbilang mahalv: biar banyak yang pakai dan budaya literasi semakin tertanam sejak dini. Juga supaya meminimalisir maraknya buku dan ebook bajakan.Bravo for IpusnasTeam<3","Edit the review a bit. In the past few days, Ipusnas has no more errors. So, I'm happy. Hopefully the application will continue to grow and progress. Oh yeah, maybe there needs to be socialization so that many people know about this application. Especially those whose doms are in remote areas like me, where it is difficult to get a supply of books because they are quite expensivev: so that many people use them and the culture of literacy is embedded from an early age. Also to minimize the prevalence of pirated books and ebooks. Bravo for IpusnasTeam<3"
4,"kadang harus download lagi, tapi sangat membantu jadi bintang 4 dulu.","sometimes have to download again, but it really helps so 4 stars first."
5,salam literasi,greetings literacy
4,"Aplikasi bagus untuk meningkatkan minat membaca masyarakat, namun ada beberapa hal yang menjadi kendala yaitu aplikasi sering log out sendiri dan menurut saya tampilannya kurang menarik sehingga pembaca merasa monoton dengan tampilan aplikasi","A good application to increase people's interest in reading, but there are several things that become obstacles, namely the application often logs out by itself and in my opinion it looks less attractive so that readers feel monotonous with the appearance of the application"
5,setelah saya coba teryata bagus dan bisa menjadi pengisi waktu luang SALAM LITERASI,after I tried it turned out to be good and can be a free time filler GREETINGS LITERATURE
4,sangat membantu,very helpful
1,kenapa saat siap download minta akses untuk mengubah setelan sistem android ya?,why when ready to download ask for access to change android system settings huh?
2,sebenernya bagus. sangat membantu. tapi sering error,actually good. very helpful. but often error
1,Error masih dimana-mana. Kinerja pengelola aplikasi buruk .,Errors are still everywhere. Poor application manager performance.
5,The best lah aplikasi ini 😍😍😍,The best is this app 😍😍😍
5,trimakasih aplikasinya mantap banget dahhh,"Thank you, the application is really good"
5,"Alhamdulillah. Perpusdes Rumah Cahaya Desa Potoan Daja Kecamatan Palengaan Kabupaten Pamekasan, sudah menyediakan iPusnas di perpustakaan desa.","WL. The Village Library of Rumah Cahaya, Potoan Daja Village, Palengaan District, Pamekasan Regency, has provided iPusnas in the village library."
2,sangat sangat perlu diperbaiki lagi 😭,really really need to be fixed again
2,pengalaman membaca menjadi buruk ketika di update aplikasi ini. karena saat kita membaca menu di atas sering muncul ketika kita tidak sengaja memencet buku,the reading experience becomes bad when this application is updated. because when we read the menu above it often appears when we accidentally press a book
4,sebenernya koleksinya bagus2 lhoh.tapi sering log out sendiri.sdh download buku tapi error.skalinya error ga bs login.gimana mau tenang 😅😅😅,"Actually the collection is good, but I often log out myself. I have downloaded the book but it's an error. Sometimes I can't log in. How can I calm down"
5,"Koleksi buku kategori komunikasinya tolong di tambah , terima kasih.","Please add the collection of communication category books, thank you."
5,saya suka sekali dengan aplikasi ini,I really like this application
5,ok,ok
3,koleksi bukunya masih kurang lengkap,the book collection is still incomplete
5,luvv,luvv
1,"aplikasi yang bagus,,, tapi --maaf--terpaksa saya uninstal karena selalu keluar sendiri tiap digunakan...????","good application,,, but --sorry-- I had to uninstall it because it always exits itself every time I use it...????"
5,🙏,🙏
5,Aplikasi yang bermanfaat bagi khalayak. Semoga bisa menjadi aplikasi terunggul 👍,Applications that are useful for the audience. Hopefully it can be the best application 👍
5,ok,ok
4,Setidaknya ada buku yang mendukung pekerjaan skripsi saya ..terimakasih semoga semakin bnyk koleksi koleksi bukunya khususnya buku buku untuk mengerjakan penelitian atau skripsi.. alangkah baiknya di tampah buku buku pembelaan untuk smk sma smp ma sd,"At least there are books that support my thesis work.. thank you. I hope there will be more collections of books, especially books for doing research or thesis."
5,Sangat membantu.,Very helpful.
5,ayo buruan ini aplikasi yg cocok untuk cari literasi yg efektif,"let's hurry up, this is the right application to find effective literacy"
4,tolong masulan buku pak pramoedya ananta toer :(,please suggest a book sir pramoedya ananta toer :(
2,sangat lambat dan sering maintance. untuk fitur online lumayan namun cukup mengecewakan,very slow and frequent maintenance. for online features it's pretty good but quite disappointing
5,"aplikasi ini sangat membantu, banyak buku referensi juga novel, namun ada kendala sprti log out dg sndrinya saat kluar aplikasi. semoga sgra d atasi.","this application is very helpful, many reference books are also novels, but there are problems such as logging out with the self when exiting the application. hopefully it will be resolved."
5,coba dulu,try first
5,terimakasih banyak. saya yg tidak punya waktu luang ke perpus jadi bisa meminjam buku tanpa harus ke perpustakaan. berharap diperbanyak lagi ya koleksi nya agar bermanfaat 🙏,thanks very much. I who don't have free time go to the library so I can borrow books without having to go to the library. I hope the collection will be reproduced so that it will be useful 🙏
3,"kok makin susah baca nya, setelah upgrade fitur nya menyulitkan saya membaca. bukunya mengecil(tulisan nya ramping) membaca nya jadi sakit mata, versi yang awal saya rasa lebih enak kita bacanya, untuk bukunya sudah hampir lengkap","how come it's getting harder to read, after upgrading the features it makes it difficult for me to read. the book is smaller (the writing is slender) reading it hurts my eyes, I think the initial version is better for us to read, the book is almost complete"
3,"ipusnas saya kok logout sendiri yah, lalu ga bisa login lagi huft","How come my Ipusnas logouts itself, then I can't log in again huft"
5,"bagus, tp sering logout sndiri ya 😀","good, but often logs out alone huh"
2,"koleksinya lumayan lengkap keren, namun ada beberapa kendala pakai aplikasi ini seperti masalah saat log in,mesti login ulang saat keluar app, buku yg terdownload tiba 2 hilang dri daftar baca saat ini padhl masih masa pinjam jd mesti antri ulang, dan pleaseeee klo bisa menu saat mode readingnya diatur agar dipencet lama bru muncul karna sangaat mengganggu ini popup menu saat baca, saat di swipe menunya muncul lagi, apalagi warna menunya biru yg cukup kontras dgn background reading modenya :(((","the collection is pretty complete, it's cool, but there are some problems using this application such as problems logging in, having to re-login when exiting the app, the downloaded book suddenly disappeared from the reading list at this time, but it's still on loan, so you have to queue again, and please if you can menu When the reading mode is set to long-press, it just appears because it's very annoying when the popup menu is reading, when you swipe the menu appears again, moreover, the menu color is blue which is quite a contrast to the background reading mode :(((("
1,"aplikasi perpus digital kok izin aksesnya sampai ke mikrofon, foto dan video, gk masuk akal","How come the digital library application allows access to the microphone, photos and videos, it doesn't make sense"
5,makasi pemerintah udh sediain perpus digital dgn bnyk pilihan buku berkualitas semoga kedepannya makin bgs,"Thank you government for providing a digital library with many choices of quality books, hopefully in the future it will be even better"
1,payah dan jelek susah login,lousy and ugly hard to log in
5,semoga ya,good luck
4,Sudah bagus. Koleksi tambah lagi dong.,Already good. Add more collection.
1,"udah daftar tapi gak bisa pinjam buku, malah keluar notif minta registrasi. menyebalkan. programmer nya gimana ini kerjaannya","I've registered but can't borrow books, instead a notification comes out asking for registration. irritating. how does the programmer do this?"
1,susah login menyebalkan,hard to log in sucks
5,Awesome apps!,Awesome apps!
1,log in nya susah ga jelas ga terkoneksi,"it's hard to log in, it's not clear it's not connected"
5,"kerennn...sy bsa baca buku2 yg mngkin sdah susah ditemukan di toko buku,praktis,bingung mo ngapain?? buruan download ipusnas puas2in baca buku dimana saja kapan saja,i luv the apps 😊","cool... I can read books that might be hard to find in bookstores, it's practical, don't know what to do?? Hurry up, download Ipusnas, enjoy reading books anywhere anytime, I luv the apps 😊"
