at,userName,score,content
2019-03-25 01:38:50,Sri Hartono,5,untuk bisa dilengkapi 😊
2019-03-24 23:37:40,Nur Fauziyah,1,aplikasi ipusnas sudah bagus jadi saya rajin buat membaca tetapi kalau aplikasi ini setiap ingin saya buka kenapa sulit sekali untuk masuk ke keaplikasi selalu unknown eror kenapa ya aplikasinya seperti ini terus
2019-03-24 16:08:40,Pengguna Google,1,Lemot
2019-03-24 15:09:20,oky _15,1,"kenapa network eror terus gak bisa pinjam, dan gak bisa login"
2019-03-24 14:03:22,Gunawan,4,sdh d update kok nambah bug ny
2019-03-24 13:25:35,Taufik Muhamad,1,kenapa gk bisa log in😭😭
2019-03-24 13:01:25,Msy Farah Nabilah,3,"aplikasinya bagus. kadang saya terbantu untuk cari referensi bahan kuliah. tetapi, beberapa kali aplikasi ini mengalami error. seperti, antrian dan histori pinjaman tidak tertera, padahal koneksi internet saya bagus."
2019-03-24 11:48:20,Miftahul Huda,5,Sangat bermanfaat. Banyak koleksi buku untuk dibaca
2019-03-24 11:21:56,Yuani Y,5,sangat membantu
2019-03-24 11:13:30,Ridho Dwianto,1,"aplikasi perpustakaan nasional sangat membantu sekali dalam mencerdaskan masyarakat Indonesia. tapi tolong untuk sekelas kementerian aplikasi baik android maupun versi desktop masihlah cacat dan banyak masalah, jadi tolong untuk diperbaiki karena jujur saja aplikasi ini sangatlah keren apabila tidak banyak kendala seperti lag, eror, dan sebagainya. salam literasi"
2019-03-24 09:46:24,Muh. Yusuf Afa,2,kenapa susah buat regis yah?
2019-03-24 09:07:03,Desy Ariani,1,Kok jdi gak bisa dibuka ipusnas nya? Dri tadi login password mulu
2019-03-24 08:57:31,Pengguna Google,3,nambah referensi
2019-03-24 07:56:16,khoirur rofiq,5,jos
2019-03-24 06:23:25,Pengguna Google,5,"kalau bisa di tambahkan menu riwayat bacanya, pak/bu"
2019-03-24 03:21:54,Pengguna Google,5,banyak hal baik yang ana dapati
2019-03-23 20:30:27,Pengguna Google,1,"Masih banyak yang eror, dan buku kurang lengkap"
2019-03-23 12:35:13,Pengguna Google,5,"kesulitan masuk, selalu error"
2019-03-23 10:43:45,Pengguna Google,1,kenapa tidak ada fitur untuk menandai bacaan terakhir? jadi harus scroll kebawah lagi untuk menemukan halaman yang terakhir dibaca alangkah baiknya jika ditambahkan fitur tersebut untuk mempermudah pembaca
2019-03-23 09:52:30,Pengguna Google,1,Mengapa aplikasinya tidak dapat didownload
2019-03-23 09:38:12,Pengguna Google,4,lumayan membantu untuk tambah pwngetahuan dari pada beli.tingkatkan terus
2019-03-23 06:46:49,Nanda Rizatul Ulfa,5,terima kasih memudahkan belajar di mana pun :)
2019-03-23 05:36:36,Pengguna Google,5,"bagus sekali aplikasi ini. sangat membantu. Terutama pada buku - buku umum dan novelnya. tetapi saya bingung, karena beberapa judul di search muncul bukunya, tetapi saat di search melalui nama pengarang(authornya) tidak muncul. hanya sedikit saja. Karena bingung mencari judul satu per satu, tidak langsung pada authornya. Itu bagaimana ya?? Terimakasih 🙏"
2019-03-22 15:26:42,devi rosita,4,aku suka aplikasi ini. banyak buku buku terkenal yang bisa dipinjam Disini. semoga koleksi bukunya makin bertambah.
2019-03-22 14:41:12,Pengguna Google,1,susah bgt log in nya lg kalo udh pernah dipake log in!!!
2019-03-22 12:49:24,Pengguna Google,5,"Semua orang Indonesia wajib banget instal iPusnas. jadikan Handphone canggih anda sebagai sarana untuk menambah wawasan juga. dengan adanya aplikasi ini juga bagus buat menumbuhkan minat baca warga Indonesia yang relatif rendah. Semoga iPusnas bisa membantu buat yang malas ke toko buku atau perpustakaan, atau mungkin yang nggak ada uang buat beli buku. Dan yang paling penting buat yang malas baca biar jadi rajin baca. Membaca itu banyak banget manfaatnya. Jadi install yaa aplikasi ini 👍👍"
2019-03-22 12:40:54,Martunis Jn,5,"Tiba tiba aplikasi tidak bisa dibuka, giliran udah bisa dibuka, akun udah log out sendiri, pas mau masuk email nya ga ke daftar katanya, nyoba semua email yang ada tetap ga bisa, padahal ada buku baru di download setelah sekian lama nunggu ngantri ga dapat dapat."
2019-03-22 12:07:37,Aldi Al Faruk Aldi Al Faruk,5,good
2019-03-22 10:24:22,Pengguna Google,5,sy sngat mudah mengerjaka tgs
2019-03-22 08:46:47,Rizki Isnan Hidayatullah,5,",ketika mengklik kategori genre ,munculkan semua buku biar mudah buat referensi"
2019-03-22 08:29:32,Pengguna Google,5,Dengan ini saya merasa senang bisa baca semua jenis buku. tapi kenapa akhir-akhir ini sering unknown eror? Sayang sekali aplikasi baca sebagus ini tapi sering eror.
2019-03-22 08:03:49,Ade Ariyo Yudanto,1,tolong diperbaiki servernya min. sudah beberapa hari tidak bisa diakses. menyulut emosi saja
2019-03-22 07:03:02,hilman omar,5,hade
2019-03-22 05:08:29,Aan Abraham,3,"terimakasih karna aplikasi ini saya jdi sangat terbantu dalam mengakses buku2 dgn mudah.... cuma sayang tak jarang aplikasi berhenti krn masalah jaringan, padahal aplikasi yang lain lancar sja. semoga kedepannya aplikasi ini bisa bekerja lebih baik lagi dan sllu ada update untuk buku2 terbaru..... Salam Literasi 😀"
2019-03-22 04:34:53,Farid Husaini,5,mantap ruangguru
2019-03-22 04:08:37,NOVEDY HUSAINI,5,saya merasa bahagia dengan bebagai macam referensi di dalamnya
2019-03-22 00:45:12,intan nurhasanah,4,"Masih sering unknown error, tidak muncul list buku, login error malah ketutup sendiri padahal jaringan wifi di rumah saya cukup cepat, dan kondisi memori hp saya masih longgar. Tp masih lebih banyak waktu dimana saya bisa menikmati buku2 yg saya pinjam, free pula. Terimakasih ya"
2019-03-21 19:22:11,parit 2belas,5,very simple but so little book in the ipusnas
2019-03-21 18:19:24,Husni Magz,5,good
2019-03-21 16:12:15,Pengguna Google,3,"di update datanya min, buku buku soal sejarah perfilman dan bioskop khususnya, kalo diupdate saya kasih bintang 5"
2019-03-21 14:49:36,Husnul Hafidziyah,1,"kok loading terus ya, sering error juga."
2019-03-21 14:18:44,Film Legend,2,"Min aplikasi error terus, susah banget buat login. Tolong secepatnya diperbaiki."
2019-03-21 13:49:05,Pengguna Google,3,"Aplikasinya sangat bagus, tapi sayangnya sering error."
2019-03-21 13:32:25,Yusuf Septian,5,apakah bisa dipindah di pdf agar bisa dibaca di laptop
2019-03-21 13:30:45,Aulia Annisa,3,kurang buku
2019-03-21 13:07:16,Pengguna Google,5,bagus
2019-03-21 12:29:54,Siska Lestari,5,aplikasinya sangat membantu 👍👍
2019-03-21 11:10:04,Pengguna Google,1,tolong dong kak aplikasinya kok loginnya lama banget
2019-03-21 09:08:59,Pengguna Google,5,sangat bermanfaat
2019-03-21 08:22:09,Pengguna Google,2,"aplikasinya bagus, tapi mau masuknya susah. lama banget ngga bisa2"
2019-03-21 04:19:31,ANDRI MEIRIKI,5,sangat bagus
2019-03-21 04:15:48,Pengguna Google,5,bagus 😊
2019-03-21 03:51:20,IRHAM NABIH,4,ok
2019-03-21 03:26:01,Feri Ferdiawan,3,di upgrade makin jelek aja ni aplikasi makin tidak berguna
2019-03-21 03:15:25,Siva Zusita,1,sebenarnya sangat membantu. tp kenapa sering kelogout sendiri dan pinjaman buku hilang
2019-03-21 02:22:27,Pengguna Google,5,bagus tapi kenapa susah buat log in ?
2019-03-21 01:37:34,Widianto Winugroho,5,"sangat bermanfaat, semoga bisa lebih setabil dan semakin banyak macam bukunya."
2019-03-20 22:57:46,Pengguna Google,4,good...
2019-03-20 12:58:43,Amat Matdullah,5,sangat bermanfaat❣️
2019-03-20 11:50:34,martantya,5,"kalau bisa hari peminjamannya diperpanjang, buat aku 3 hari kurang :)"
2019-03-20 11:14:46,Pengguna Google,5,tolong diperbaiki
2019-03-20 11:01:11,Pengguna Google,5,Sangat membantu
2019-03-20 10:53:36,Rahman Darmawan,1,susah untuk login keluar mulu
2019-03-20 07:58:36,Lisa Indraswari,5,Terima kasih Perpusnas RI atas aplikasi kecenya. Semoga makin lengkap koleksinya. Dan servernya makin baik. 👍👍👍
2019-03-20 03:47:36,Pengguna Google,3,sering error
2019-03-20 00:34:08,Lutfi Maulana,5,mantul
2019-03-20 00:09:19,Atii Rahmawati,5,Kenapa sekarang suka logout sendiri? Mana kalo gak pake wifi yg kenceng gabisa login lagi. Kan jadi gak bisa baca buku
2019-03-19 23:28:25,Wahyu Abdullah alfatih,5,Verry Good
2019-03-19 17:50:48,Sugeng Romadhoni,3,semoga data tetap aman
2019-03-19 16:11:15,Pengguna Google,5,Lanjutkan! Tingkatkan! jauh dari perpustakaan atau tidak punya uang untuk beli buku bukan lagi menjadi alasan untuk tidak membaca buku.
2019-03-19 13:28:25,Pengguna Google,5,"ipusnas ini bagus banget bagi kalian yang suka baca buku tapi males beli buku, lagian kalo ada di aplikasi kayak gini kita gak harus ribet bawa buku karena smart phone merupakan barang yang selalu ada di dekat kita jadi aplikasi ini recomend banget deh"
2019-03-19 11:09:23,Pengguna Google,5,"Saya menyukai IPUSNAS, Karena proses pencarian nya cepat dan banyak pilihan buku yg dicari"
2019-03-19 09:38:18,ABDUL HASIM,5,Aplikasi yang bagus dan bermanfaat
2019-03-19 08:56:19,Dahlia Tajeb,5,terimakasih ipusnas.. ini adalah aplikasi terbaik 👍💯
2019-03-19 08:00:02,Pengguna Google,5,keren....
2019-03-19 06:08:49,Netizen Unfaedah,5,sukak
2019-03-19 03:55:18,Repi Purnomo,5,mudah
2019-03-19 03:52:20,wicitrawirya andrian,5,terbaik
2019-03-19 00:26:18,Muflih Lubis,5,i like this
2019-03-18 22:55:13,Pengguna Google,3,Bagus tapi masuknya sulit..
2019-03-18 22:10:05,Achmad Fikri,5,Mantap .. ditunggu pembaruannya
2019-03-18 15:22:31,Pengguna Google,5,sangat bagus dan suka ada aplikasi perpustakaan yg bisa baca buku☺️😍😍😍 .... tapi koleksi nya belum banyak sepertinya.. dan aplikasi nya masih perlu peningkatan karna belum terlalu nyaman.. semangat terus perpustakaan nasional untuk mengembangkan aplikasi nya.. pasti bisa jauh lebih baik lagi ke depannya 😍😍😍💙💙
2019-03-18 14:08:59,Muhammad Afif Ichsandy Lingga,1,"kalau memang pihak penyedia server ga sanggup maintenance atau tak bisa penuhi service level agreementnya mending ganti aja min, yang benar saja! official perpustakaan nasional masa u punya app development banyak sekali masalahnya, lebih hebat swasta aksesnya 😫"
2019-03-18 13:36:37,Akhsan Aza,5,bagus untuk mencari wawasan baru. aplikasinya sangat mudah untuk dijalankan. cuman kendala hanya pada sambungan masuk dan pengembalian buku
2019-03-18 13:27:04,Pengguna Google,5,sangat bermanfaat
2019-03-18 12:56:37,Eki Setiawan,4,"kok sering eror ya kak, udah login di kluarkn apknya akunnya keluar dan buku yg di pinjem juga ikut hilang.."
2019-03-18 12:53:31,Galuh Zakiyah,3,"beberapa kali nyari buku pas udah dapet kok gak bisa di pinjem ya, padahal gak ada antrian peminjaman semoga bisa ditingkatkan kualitas aplikasinya karena aplikasi ini sangat bermanfaat dan membantu"
2019-03-18 12:02:32,Pengguna Google,2,ini bsa beli buku apa cuma minjem ya??
2019-03-18 10:44:49,Pengguna Google,5,Sangat membantu untuk mencari referensi
2019-03-18 10:22:30,Muhammad Yufron,5,bagus banget
2019-03-18 07:06:28,Nurfauzy Lubis,3,Banyak buku akademik yang belum tersedia.
2019-03-18 05:04:27,Dwi Wijayanto,5,Mantab Kreasi nya semoga bermanfaat
2019-03-18 03:16:11,Pengguna Google,5,sangat bermanfaat
2019-03-18 03:01:14,Pengguna Google,5,i like a book
2019-03-18 02:44:21,maya rizha,4,kok saya tidak bisa download ya?? *terimakasih jawabannya
2019-03-18 02:19:07,Pengguna Google,5,membantu dlm mencari referensi
2019-03-18 01:52:09,Pengguna Google,5,sangat baik
2019-03-18 01:06:40,Pengguna Google,3,Sebenarnya aplikasi ini bagus banget dan sangat membantu. Namun sayangnya sering terjadi kesalahan dan sering keluar aplikasi secara tiba-tiba. Saya harap aplikasi ini segera diperbaiki lagi
2019-03-18 00:07:31,dimas reza,3,"nanti saya naikkan bintang nya , kok aplikasi nya susah di buka katanya gak jaringan , padahal gua pakai wifi dengan kecepatan 20mb , masa gak ada sinyal , nonton you tube aja lancar jaya"
2019-03-17 17:23:35,Pengguna Google,3,"Bismillah mau coba,semoga membantu"
2019-03-17 14:47:57,Pengguna Google,5,tjakeeep bgt nih aplikasi. menjadikan semua orang yang di sabang sampai marauke dapat membaca apa yang bisa d baca orang-orang d kota 👍👍👍👍👍
2019-03-17 14:39:10,Sandri Nur Anisa,5,sangat bermanfaat
2019-03-17 14:35:48,Pengguna Google,5,kool
2019-03-17 14:05:09,Pengguna Google,4,"tolong model bacanya dibetulkan lagi, kurang nyaman dengan model baca seperti itu"
2019-03-17 11:52:29,Pengguna Google,2,tolong diperbaiki lagi min.. baru pinjam buku sudah log in kok diauruh log in lagi.. sekarang aplikasinya kurang nyaman..
2019-03-17 10:09:31,Pengguna Google,2,"assalamualaikum wr wb,maaf kenapa saya tidak bisa login ya?"
2019-03-17 08:04:41,Maria Kristi,5,Buku-buku yang tersedia menarik dan variatif. Sayangnya waktu pinjam buku hanya 3 hari dan banyak errornya. Entah karena memang terlalu berat atau sinyal di daerah saya turun naik (walaupun 4G).
2019-03-17 07:38:12,ary alsandi,1,jangan di download nyesal jaringan sih bagus tapi di situ malah tertulis masalah tentang jaringan sudah hapus aja apilikasi ini dari playstore
2019-03-17 06:12:26,Muamar Ichsan,4,"kenapa gak bisa login juga ya mohon responnya,saya coba login pakai email juga gak bisa"
2019-03-17 06:04:23,Febianti nisa,3,"kenapa saya belum bisa login trs, padahal sudah coba reset password dan mencoba password baru. mohon segera diperbaiki ya.. salam literasi"
2019-03-17 05:28:01,Yuvita Andriani,1,tidak bisa login😑
2019-03-17 05:23:01,Kokoh Dwiko,5,bagua
2019-03-17 04:34:42,yuristika agintha,3,saya tidak bisa log in dengan facebook maupun email namu tidak ada notif nya. itu knp ya ?
2019-03-17 04:30:43,Dicky Maulana,3,setelah update malah makin sulit log in nya. dan sulit juga mencari di kategori buku nya. sebenarnya aplikasi ini sangat membantu dan saya sangat mengapresiasi nya. tetapi kekurangan seperti yang saya sebutkan diatas menjadi nilai minus nya. semoga bisa cepat diperbaiki. terima kasih
2019-03-17 03:50:24,Pengguna Google,5,"Terkadang tidak bisa login, mohon diperbaiki."
2019-03-17 03:49:26,Wasilatul Fatichah Khoirulloh,2,Bagus sih bukunya. cuma pas mau masuk d suruh log in lagi. Terus seblm log in ada peringatan bisa mengubah pengaturan sistem. Error tolong diperbaiki
2019-03-17 03:37:18,Maftuha Robia,4,"dengan adanya apk ini,aku enggak perlu banyak2 beli buku. penolong bgt"
2019-03-17 02:38:03,Sha,3,"Sebenernya saya suka aplikasi ini, sangat membantu dan buku yang tersedia cukup banyak dan lengkap. tetapi, saya sangat menyayangkan, ketika di update, justru semakin sulit untuk mengakses bukunya, loadingnya lama dan sering gagal. network timeout terus, padahal jaringan saya baik2 saja. kalau bisa tolong diperbaiki yaa, supaya akses pinjamnya lebih cepat."
2019-03-17 00:11:43,Pengguna Google,5,good
2019-03-16 17:54:58,Radja Akbar,5,sangat membantu bagi masyarakat yang tinggal di indonesia timur
2019-03-16 16:21:56,Pengguna Google,4,"bermanfaat, tapi masih perlu ditingkatkan dr segi kelengkapan buku n kemudahan pencarian buku"
2019-03-16 16:11:46,Pengguna Google,4,"bagus sih aplikasinya, banyak buku yang ku suka disini. cuman sering error dan kadang harus daftar ulang. tolong di perbaiki."
2019-03-16 14:21:24,Taam & Majlis Ta'lim An Nuur,5,"Alhamdulillah, sangat bermanfaat untuk menambah ilmu."
2019-03-16 12:35:19,Rizki Oktavian,5,ok
2019-03-16 11:08:27,wasis pambudi,2,kenapa gak bisa login sih? padahal sebelum update lancar-lancar aja.
2019-03-16 10:53:56,Dian Alvina,2,saya tidak bisa log in
2019-03-16 10:12:11,Pengguna Google,2,awalnya bisa login. terus buka lagi aplikasinya eh malah eror. tiba-tiba unknow eror gitu. kenapa?
2019-03-16 06:11:04,L Nailis Sya'adah,5,good job
2019-03-16 03:55:58,Pengguna Google,5,keren
2019-03-16 02:47:52,Rizky Rivaldi,3,Masa pinjamannya terlalu cepat sebaiknya di perlama masa pinjam buku. terima kasih
2019-03-15 13:33:02,novi utami,5,kerennnnn👍👍👍
2019-03-15 12:27:17,Riza,5,asu
2019-03-15 12:02:51,Deni Himawan,5,"Ok lah,,"
2019-03-15 10:48:14,TaeBT,5,oke perbanyak buku yah tentang bakteri
2019-03-15 05:24:35,Aprilia Noor FR,5,suka banget sama aplikasi ini
2019-03-15 04:37:06,Din marsudin,5,sangat membantu pembaca dalam berdialektika.
2019-03-15 02:46:17,dipo ubaedillah,4,"dengan langganan ipusnas, wawasan sy jadi tambah"
2019-03-14 23:35:14,Ran Mega,5,sangat bermanfaat.. bisa buat referensi saat ga bisa atau sulit beli buku fisiknya.. jadi makin suka baca deh
2019-03-14 15:37:27,Belajar Asik,3,kok tidak bisa pinjam buku ya? bahkan buku yg tadinya sedang saya baca terhapus. mohon segera perbaiki
2019-03-14 12:20:06,Selia Nurfania,1,"Aplikasi yang bagus, sayangnya tidak diikuti dengan kualitas dari aplikasinya. Terjadi kesulitan saat mau masuk, belum lagi seringnya eror saat akan melakukan pencarian di kategori buku. Semoga bisa memperbaiki dan meningkatkan kualitas."
2019-03-14 10:47:19,Gina Pony Aliana,5,kereen sangat bermanfaat
2019-03-14 09:40:03,Pengguna Google,5,good
2019-03-14 07:55:54,Winda Purnamasari,3,"sudah bagus jadi lebih mudah cari buku, tapi suka logout sendiri dan buku yg di pinjam hilang begitu saja"
2019-03-14 07:48:55,Pengguna Google,5,aplikasi yg bermanfaat.
2019-03-14 07:19:48,Faidah Azu,5,aplikasi bagus membantu penelusuran
2019-03-14 05:34:18,Pengguna Google,1,sering eror
2019-03-14 05:15:39,Pengguna Google,4,waktu peminjamannya sedikit sekali
2019-03-14 03:06:14,Pengguna Google,5,"suka banget! Banyak buku yang dulu kepengin banget aku baca, sekarang bisa dan akan aku baca. Thanks,"
2019-03-14 01:34:01,Indah Noviyanti,5,sukak
2019-03-13 20:14:08,Firdausi Nadya,3,Saya nggak tau kenapa harus log in berkali-kali. Toling diperbaiki ya. Bagus kok aplikasinya. Saya suka
2019-03-13 19:19:10,Pengguna Google,5,app ini bagus bgt aku suka tpi tolong perbanyak buku keluaran terbaru klo bisa..?
2019-03-13 17:26:46,Pengguna Google,5,alhamdulilah bermanfaat
2019-03-13 16:22:03,Dandi Darmawan,5,sukses terus
2019-03-13 15:48:13,Yusuf Andi Hakim,1,Ribet.. mau baca mesti pinjam dl..
2019-03-13 15:26:34,amaydio cahya,3,tampilan dibuat lebih menarik
2019-03-13 14:44:39,M Hadi Saputro,4,"mohon perbaharui tampilan, dan agak ngelag saat buka bukunya"
2019-03-13 14:34:17,chaesara azalia,3,aplikasinya yg lemot apa sinyalku yg lemot?
2019-03-13 13:20:59,Pengguna Google,5,mempermudah akses membaca👍👍 tanpa harus mobilitas jauh ke perpusnas
2019-03-13 12:55:25,Pengguna Google,5,sangat membantu mau baca kemana aja..rekomend buat mahasiswa yg mau nyari referensi di aplikasi ini
2019-03-13 09:44:20,fahrijal sani,5,"Terimakasih, sekarang aplikasi ipusnas sudah lebih stabil, semoga aplikasi ini dapat menambah wawasan dan ilmu pengetahuan bagi seluruh masyarakat indonesia. Sangat bermanfaat 👍👍👍"
2019-03-13 09:23:47,Pengguna Google,1,hebat
2019-03-13 07:33:19,Pengguna Google,5,"nice, aplikasi yang sangat bermanfaat 👍 tapi tolong ditambahkan tombol scroll cepatnya dong, karna susah scroll satu satu perhalaman"
2019-03-13 05:44:59,Munasriana Nasir,5,ok
2019-03-13 05:14:53,Zaki Charisudin,5,bagus banget. sangat mendukung untuk pencarian referensi
2019-03-13 04:31:12,Mohammad Faiz,5,Baik
2019-03-13 03:53:05,Pengguna Google,5,semangaaat
2019-03-13 03:35:14,Pengguna Google,2,"Saya tidak bisa login, tertulis ""unknown error"" sedangkan internet di hp saya dalam kondisi stabil. Mohon untuk segera diperbaiki"
2019-03-13 03:15:03,Hadi Maulana,4,Bagus buat cari referensi
2019-03-13 01:02:15,Pengguna Google,4,ada kendala saat ingin login di aplikasi ini. dan belum bisa login. mohon bantuan untuk log in dan diperbaiki lagi sistemnya. aplikasi ini bagus bagi pembaca
2019-03-12 23:33:19,Pengguna Google,3,terhenti otomatis terus kenapa ya
